(1944, 1025, 2213, 2216)->[0, -2, (3+1*r5), (3-1*r5)]
(577, 1652, 1685, 1692)->[(1+1*r5), (0-2*r5), 0, (1-1*r5)]
(336, 282, 1876, 1845)->[(1-1*r5), (-1-1*r5), 0, (0+2*r5)]
(1883, 188, 373, 2382)->[(1-1*r5), -2, (1+1*r5), 4]
(2160, 633, 1347, 1172)->[(1-1*r5), (1+1*r5), -4, -2]
(2017, 988, 581, 2174)->[0, (-1-1*r5), (0+2*r5), (1-1*r5)]
(552, 874, 2149, 566)->[(1+1*r5), (-1-1*r5), (1+1*r5), (3-1*r5)]
(690, 379, 1141, 1455)->[-4, (-1-1*r5), 2, (1-1*r5)]
(1832, 12, 902, 975)->[(3+1*r5), 0, 2, (3-1*r5)]
(1400, 1755, 485, 311)->[(-1-1*r5), (-1-1*r5), (-1-1*r5), (3-1*r5)]
(1882, 1979, 1060, 1340)->[4, 4, 0, 0]
(737, 2209, 1909, 2239)->[0, 4, 0, -4]
(1112, 315, 1964, 2349)->[(1-1*r5), (1+1*r5), -4, 2]
(321, 1698, 579, 1381)->[-4, (-1-1*r5), -2, (1-1*r5)]
(1291, 196, 1044, 2142)->[0, 2, (3+1*r5), (-3+1*r5)]
(1504, 1009, 1673, 2200)->[(1-1*r5), (1-1*r5), (1-1*r5), (-3-1*r5)]
(2240, 1858, 2267, 1180)->[(1+1*r5), (-3+1*r5), (1+1*r5), (1+1*r5)]
(2225, 1490, 1603, 351)->[(-1-1*r5), -4, (-1+1*r5), -2]
(1425, 612, 389, 607)->[-4, -2, (-1+1*r5), (1+1*r5)]
(1640, 2372, 2197, 1710)->[(1+1*r5), 4, (-1+1*r5), -2]
(520, 1184, 1166, 719)->[-2, (-1+1*r5), -4, (1+1*r5)]
(8, 428, 1052, 2135)->[(-1-1*r5), (1+1*r5), (1+1*r5), (-3+1*r5)]
(1129, 2226, 1011, 2038)->[(-1-1*r5), (3-1*r5), (-1-1*r5), (-1-1*r5)]
(24, 2074, 2066, 979)->[(1+1*r5), (-1-1*r5), (1+1*r5), (-3+1*r5)]
(1472, 1265, 1394, 1655)->[(-1+1*r5), (-3-1*r5), (-1+1*r5), (-1+1*r5)]
(2379, 228, 2364, 2199)->[2, 2, -2, (0-2*r5)]
(384, 1892, 1469, 1270)->[(-3+1*r5), 0, (-3-1*r5), -2]
(1636, 561, 1051, 212)->[(-3-1*r5), 2, (-3+1*r5), 0]
(2128, 1289, 1739, 1385)->[(0+2*r5), 0, (1+1*r5), (-1+1*r5)]
(1144, 2396, 1214, 1519)->[-4, -2, (1-1*r5), (1+1*r5)]
(98, 2307, 613, 1302)->[2, (-1-1*r5), (1-1*r5), -4]
(1856, 1953, 2041, 2064)->[-4, (1-1*r5), (1+1*r5), -2]
(248, 1778, 2186, 720)->[(0+2*r5), 0, (1+1*r5), (1-1*r5)]
(104, 1537, 437, 976)->[2, 0, (3-1*r5), (3+1*r5)]
(1136, 1600, 1741, 1335)->[-2, -4, (-1-1*r5), (-1+1*r5)]
(1024, 1314, 1760, 1424)->[-2, -2, (0+2*r5), 2]
(926, 83, 1221, 334)->[-2, (0+2*r5), 2, 2]
(216, 2012, 1342, 959)->[-2, -4, (1+1*r5), (1-1*r5)]
(1200, 1145, 362, 1179)->[(-1+1*r5), (-1-1*r5), 4, 2]
(160, 671, 2323, 448)->[(-3-1*r5), (3-1*r5), 0, 2]
(10, 467, 1275, 1162)->[(1-1*r5), 2, (1+1*r5), 4]
(392, 858, 1547, 76)->[-2, (-1+1*r5), 4, (1+1*r5)]
(2252, 531, 1171, 1887)->[(-1+1*r5), (-1+1*r5), (3+1*r5), (-1+1*r5)]
(1719, 1986, 2243, 503)->[-2, -2, (0-2*r5), 2]
(537, 1402, 1449, 1351)->[(1+1*r5), -2, -4, (-1+1*r5)]
(306, 243, 1758, 1470)->[-2, -2, 2, (0-2*r5)]
(1767, 1587, 1533, 1327)->[-4, (1-1*r5), (-1-1*r5), 2]
(610, 332, 1820, 1279)->[2, 2, (0+2*r5), 2]
(250, 1026, 1675, 2292)->[(1+1*r5), (1-1*r5), -2, -4]
(649, 1404, 357, 1420)->[(-1+1*r5), (1+1*r5), -4, -2]
(1272, 1316, 1788, 567)->[(0+2*r5), (-1-1*r5), (-1+1*r5), 0]
(2212, 2029, 2127, 95)->[(1-1*r5), (-1-1*r5), -4, 2]
(272, 616, 533, 1628)->[(-1+1*r5), (1-1*r5), (-3-1*r5), (-1+1*r5)]
(1360, 1682, 429, 1318)->[0, -4, 0, 4]
(2344, 2188, 781, 55)->[(-1+1*r5), (1-1*r5), (3+1*r5), (-1+1*r5)]
(1203, 1917, 2259, 1759)->[(-3-1*r5), (3-1*r5), 0, -2]
(618, 1228, 420, 830)->[2, 2, -2, (0+2*r5)]
(193, 1082, 1835, 127)->[4, (1-1*r5), (1+1*r5), 2]
(504, 2313, 685, 1167)->[(-1+1*r5), (1+1*r5), 4, 2]
(592, 1137, 868, 2348)->[-2, 2, (0-2*r5), -2]
(757, 2131, 269, 1486)->[4, 0, -4, 0]
(1970, 569, 1042, 2164)->[(-1-1*r5), (1-1*r5), 2, 4]
(75, 1580, 590, 1771)->[(3-1*r5), (1+1*r5), (1+1*r5), (-1-1*r5)]
(602, 44, 438, 658)->[(-1-1*r5), (3-1*r5), (-1-1*r5), (1+1*r5)]
(712, 1431, 198, 998)->[(-1-1*r5), (-3+1*r5), (-1-1*r5), (1+1*r5)]
(1976, 1665, 374, 7)->[4, -2, (1-1*r5), (1+1*r5)]
(2146, 1492, 1213, 1358)->[(-1-1*r5), (1+1*r5), (3-1*r5), (-1-1*r5)]
(2288, 2305, 251, 2100)->[(-1-1*r5), -4, (1-1*r5), -2]
(1878, 1267, 294, 1503)->[2, (0-2*r5), 2, 2]
(2099, 2076, 1037, 1118)->[4, (1+1*r5), 2, (-1+1*r5)]
(424, 1948, 1910, 2183)->[4, 0, 4, 0]
(1000, 161, 738, 675)->[2, -2, -2, (0+2*r5)]
(1376, 2155, 2018, 1891)->[(-1-1*r5), (-1-1*r5), (3-1*r5), (-1-1*r5)]
(82, 1428, 1334, 1780)->[2, (-1-1*r5), (-1+1*r5), -4]
(1201, 1170, 1217, 1730)->[(-1+1*r5), (-1+1*r5), (1-1*r5), (-3-1*r5)]
(1576, 1577, 1474, 1523)->[(-1+1*r5), -2, (-1-1*r5), -4]
(1630, 2148, 662, 1423)->[2, (0+2*r5), -2, -2]
(508, 253, 1966, 1927)->[2, 0, (-3+1*r5), (3+1*r5)]
(355, 1069, 1734, 1967)->[4, (-1+1*r5), (-1-1*r5), -2]
(1569, 2291, 1396, 647)->[(0-2*r5), (-1+1*r5), 0, (-1-1*r5)]
(2010, 1532, 1757, 358)->[(3+1*r5), (-1+1*r5), (-1+1*r5), (-1+1*r5)]
(2096, 539, 1429, 2190)->[(1-1*r5), (0-2*r5), (-1-1*r5), 0]
(120, 2101, 853, 1216)->[(3+1*r5), (3-1*r5), 0, -2]
(946, 442, 1074, 518)->[0, (1-1*r5), (-1-1*r5), (0+2*r5)]
(1696, 670, 2203, 182)->[(1-1*r5), (1+1*r5), 4, -2]
(1075, 100, 2277, 1775)->[(1+1*r5), -4, (1-1*r5), -2]
(776, 1161, 789, 605)->[-2, (1-1*r5), -4, (1+1*r5)]
(481, 371, 1117, 1933)->[(0+2*r5), 2, 2, 2]
(522, 1509, 550, 1938)->[(1-1*r5), (-1+1*r5), (3+1*r5), (1-1*r5)]
(1442, 1763, 1871, 471)->[2, (1+1*r5), (-1+1*r5), -4]
(888, 369, 1452, 996)->[0, (1+1*r5), (0+2*r5), (1-1*r5)]
(1928, 2193, 1307, 1526)->[-2, (3-1*r5), (-3-1*r5), 0]
(1460, 1559, 1158, 223)->[0, (0+2*r5), (1-1*r5), (1+1*r5)]
(972, 596, 1995, 463)->[-2, 2, (0+2*r5), 2]
(971, 2027, 726, 1903)->[(-1+1*r5), -4, 2, (-1-1*r5)]
(749, 426, 229, 825)->[(-3+1*r5), 0, (-3-1*r5), 2]
(1225, 26, 835, 2025)->[0, (-3+1*r5), 2, (-3-1*r5)]
(1, 778, 1349, 1159)->[-2, (1-1*r5), -4, (-1-1*r5)]
(1235, 1091, 854, 199)->[2, -2, 2, (0-2*r5)]
(1312, 2296, 2198, 535)->[(0-2*r5), (1+1*r5), (1-1*r5), 0]
(496, 305, 2059, 2015)->[(0+2*r5), 2, -2, 2]
(1792, 2130, 1613, 589)->[(3-1*r5), -2, 0, (3+1*r5)]
(81, 1348, 2005, 1905)->[-2, -4, (1+1*r5), (-1+1*r5)]
(1752, 1057, 2376, 1447)->[4, (-1-1*r5), -2, (1-1*r5)]
(233, 1918, 724, 382)->[(1-1*r5), (3+1*r5), (1-1*r5), (-1+1*r5)]
(200, 993, 803, 1712)->[(1+1*r5), (1-1*r5), (0-2*r5), 0]
(2089, 333, 1174, 1831)->[(3+1*r5), 2, (-3+1*r5), 0]
(594, 2260, 1605, 1013)->[(0+2*r5), (-1+1*r5), 0, (1+1*r5)]
(49, 923, 1764, 2332)->[(-1+1*r5), (1+1*r5), 4, -2]
(1728, 1259, 164, 45)->[0, (3-1*r5), 2, (-3-1*r5)]
(1417, 1220, 1973, 454)->[(0+2*r5), (1+1*r5), (-1+1*r5), 0]
(1408, 770, 1592, 2167)->[(0+2*r5), 2, 2, -2]
(1458, 1594, 2230, 1407)->[-2, (1+1*r5), (1-1*r5), 4]
(584, 1354, 891, 197)->[0, (0-2*r5), (1-1*r5), (-1-1*r5)]
(1345, 1666, 1885, 1063)->[(-3-1*r5), (1-1*r5), (1-1*r5), (1-1*r5)]
(2121, 1634, 1468, 1797)->[(1-1*r5), (1-1*r5), (3+1*r5), (-1+1*r5)]
(1889, 1346, 222, 270)->[-4, (-1-1*r5), 2, (-1+1*r5)]
(1699, 372, 1931, 1479)->[(-3+1*r5), (1+1*r5), (1+1*r5), (1+1*r5)]
(2258, 834, 115, 1029)->[(-1+1*r5), -4, -2, (-1-1*r5)]
(985, 491, 2132, 1862)->[2, (-1+1*r5), -4, (1+1*r5)]
(870, 957, 142, 1410)->[(1-1*r5), (-1+1*r5), (1-1*r5), (-3-1*r5)]
(354, 1099, 1244, 1287)->[(1-1*r5), (3+1*r5), (1-1*r5), (1-1*r5)]
(969, 1130, 2033, 1415)->[-2, -2, -2, (0-2*r5)]
(2144, 1073, 1387, 484)->[-2, (3-1*r5), (3+1*r5), 0]
(544, 981, 109, 2229)->[2, 4, (-1-1*r5), (-1+1*r5)]
(1776, 513, 340, 2358)->[(1-1*r5), 2, (-1-1*r5), -4]
(792, 678, 582, 1276)->[(1-1*r5), 2, (1+1*r5), -4]
(1706, 219, 1715, 167)->[(0-2*r5), 2, 2, -2]
(1740, 1285, 526, 2124)->[(-1-1*r5), 4, (-1+1*r5), 2]
(289, 1495, 1367, 23)->[-4, 2, (-1+1*r5), (1+1*r5)]
(817, 1010, 2275, 2263)->[(1+1*r5), (1-1*r5), -2, 4]
(297, 1826, 2371, 943)->[(1+1*r5), 2, -4, (1-1*r5)]
(2112, 2107, 885, 1142)->[(-3+1*r5), -2, 0, (-3-1*r5)]
(320, 394, 1611, 412)->[(1-1*r5), (-3-1*r5), (1-1*r5), (-1+1*r5)]
(1786, 1139, 2036, 14)->[(1+1*r5), (1+1*r5), (3-1*r5), (1+1*r5)]
(1336, 603, 180, 623)->[(1+1*r5), 4, (-1+1*r5), 2]
(728, 1168, 436, 453)->[(1+1*r5), (-3+1*r5), (-1-1*r5), (-1-1*r5)]
(1185, 2021, 1847, 343)->[(-1-1*r5), -2, -4, (-1+1*r5)]
(1297, 1635, 637, 1846)->[(-1+1*r5), 2, (-1-1*r5), 4]
(1697, 260, 1269, 316)->[0, 0, -4, -4]
(227, 1796, 1733, 2006)->[(3+1*r5), 2, (3-1*r5), 0]
(1872, 1914, 132, 46)->[(-3-1*r5), (-3+1*r5), 0, 2]
(761, 2090, 1669, 1321)->[(-1-1*r5), (1-1*r5), -2, 4]
(1584, 1643, 636, 1518)->[(-1+1*r5), 2, (1+1*r5), -4]
(1690, 107, 1204, 1247)->[(-1-1*r5), 0, (1-1*r5), (0+2*r5)]
(2136, 2249, 587, 2187)->[(0-2*r5), -2, -2, 2]
(1977, 1982, 1877, 1398)->[-4, (-1+1*r5), (1+1*r5), -2]
(1480, 2312, 1925, 1310)->[-2, 2, (0-2*r5), 2]
(1857, 1707, 220, 1527)->[(-1+1*r5), (1-1*r5), (1-1*r5), (3+1*r5)]
(2224, 1234, 2133, 677)->[-4, (1+1*r5), 2, (1-1*r5)]
(1120, 1195, 2020, 1855)->[(1+1*r5), (3-1*r5), (-1-1*r5), (-1-1*r5)]
(1080, 1586, 1795, 1789)->[-4, -2, (1-1*r5), (-1-1*r5)]
(962, 1667, 997, 150)->[(-1-1*r5), (-1+1*r5), (0+2*r5), 0]
(1568, 977, 1324, 1694)->[(0+2*r5), -2, 2, -2]
(1432, 439, 266, 207)->[(0+2*r5), 0, (-1-1*r5), (-1+1*r5)]
(1280, 2234, 1956, 1294)->[0, (1+1*r5), (0-2*r5), (1-1*r5)]
(1572, 1476, 230, 1487)->[-2, (-1-1*r5), (1-1*r5), 4]
(632, 733, 317, 806)->[(-1-1*r5), (-3+1*r5), (-1-1*r5), (-1-1*r5)]
(1048, 2072, 1096, 935)->[2, 0, (-3+1*r5), (-3-1*r5)]
(2304, 938, 1236, 31)->[(1+1*r5), (-1+1*r5), -2, 4]
(88, 1626, 27, 960)->[(-1-1*r5), (-1-1*r5), (3-1*r5), (1+1*r5)]
(1714, 1226, 78, 911)->[0, (3+1*r5), (3-1*r5), 2]
(1960, 324, 1206, 2276)->[(1+1*r5), 0, (1-1*r5), (0-2*r5)]
(2352, 1850, 756, 2333)->[(1-1*r5), -2, (-1-1*r5), -4]
(40, 1555, 956, 1085)->[(-3-1*r5), 0, -2, (3-1*r5)]
(1821, 1531, 1691, 1485)->[(0-2*r5), (1-1*r5), 0, (-1-1*r5)]
(128, 129, 554, 1088)->[(-1+1*r5), 0, (0+2*r5), (-1-1*r5)]
(1962, 1954, 1053, 214)->[(-1+1*r5), (-1+1*r5), (-1+1*r5), (-3-1*r5)]
(1028, 1252, 798, 1006)->[(-1-1*r5), -4, (1-1*r5), 2]
(1843, 883, 822, 1799)->[(-1+1*r5), (1-1*r5), (3+1*r5), (1-1*r5)]
(1433, 483, 886, 887)->[4, 0, 0, 4]
(1703, 2125, 1853, 631)->[(0-2*r5), -2, 2, 2]
(1384, 1372, 1773, 2255)->[(-3-1*r5), -2, (3-1*r5), 0]
(944, 2182, 1726, 878)->[2, 2, (0-2*r5), -2]
(1720, 1657, 1298, 1246)->[0, (-3+1*r5), 2, (3+1*r5)]
(1811, 1277, 278, 431)->[(1+1*r5), (3-1*r5), (1+1*r5), (1+1*r5)]
(818, 139, 669, 987)->[(-1+1*r5), (1-1*r5), (1-1*r5), (-3-1*r5)]
(2176, 889, 2346, 676)->[(-1+1*r5), (0-2*r5), (1+1*r5), 0]
(920, 468, 36, 1543)->[(-1-1*r5), (1+1*r5), (-3+1*r5), (-1-1*r5)]
(244, 493, 1677, 927)->[0, (3-1*r5), 2, (3+1*r5)]
(785, 931, 1980, 2342)->[-4, (-1+1*r5), (1+1*r5), 2]
(704, 2370, 1253, 1654)->[2, 2, (0+2*r5), -2]
(330, 2172, 293, 326)->[(1-1*r5), (1-1*r5), (-3-1*r5), (1-1*r5)]
(897, 1076, 1589, 1860)->[(-1-1*r5), (3-1*r5), (1+1*r5), (-1-1*r5)]
(72, 578, 1108, 1829)->[(3+1*r5), (-1+1*r5), (1-1*r5), (1-1*r5)]
(1978, 730, 1984, 879)->[0, (-1+1*r5), (1+1*r5), (0+2*r5)]
(112, 1146, 1070, 1418)->[2, -2, (0-2*r5), 2]
(225, 411, 829, 1094)->[(-3-1*r5), (-1+1*r5), (1-1*r5), (-1+1*r5)]
(2065, 1362, 2261, 1906)->[(3+1*r5), (1-1*r5), (1-1*r5), (1-1*r5)]
(1296, 1784, 1413, 2399)->[(1+1*r5), (1+1*r5), (1+1*r5), (-3+1*r5)]
(1164, 307, 620, 1078)->[(1+1*r5), 2, 4, (1-1*r5)]
(824, 2363, 1083, 573)->[0, (-1+1*r5), (-1-1*r5), (0+2*r5)]
(898, 363, 1541, 111)->[(-1-1*r5), (-1-1*r5), (1+1*r5), (3-1*r5)]
(2232, 1884, 782, 791)->[0, 0, 4, 4]
(1805, 1388, 37, 1207)->[(-3+1*r5), 0, (3+1*r5), 2]
(1202, 434, 540, 1319)->[0, 4, 4, 0]
(2091, 714, 763, 1901)->[(-1+1*r5), (-3-1*r5), (1-1*r5), (-1+1*r5)]
(903, 500, 302, 807)->[4, 0, 0, -4]
(472, 209, 171, 872)->[-2, (0-2*r5), -2, 2]
(1192, 978, 1363, 735)->[-2, (0-2*r5), 2, 2]
(2161, 2026, 1315, 1356)->[(-3+1*r5), 2, 0, (3+1*r5)]
(281, 386, 1339, 2300)->[(-1+1*r5), 4, -2, (1+1*r5)]
(840, 1861, 157, 1183)->[2, (0+2*r5), 2, 2]
(2, 4, 1837, 1143)->[-4, -2, (-1+1*r5), (-1-1*r5)]
(1825, 546, 325, 2007)->[2, (0+2*r5), -2, 2]
(1595, 419, 917, 1833)->[-4, (-1-1*r5), -2, (-1+1*r5)]
(953, 298, 2049, 383)->[-4, 2, (1-1*r5), (-1-1*r5)]
(2387, 519, 548, 335)->[(-1-1*r5), -2, -4, (1-1*r5)]
(665, 1322, 2003, 1071)->[0, (3+1*r5), (3-1*r5), -2]
(1497, 1785, 1902, 663)->[(3+1*r5), (1-1*r5), (-1+1*r5), (-1+1*r5)]
(1824, 2205, 2143, 247)->[(-3-1*r5), 0, 2, (3-1*r5)]
(1208, 2110, 1438, 990)->[(-1+1*r5), 2, (-1-1*r5), -4]
(1946, 1068, 838, 983)->[(1-1*r5), 0, (0-2*r5), (1+1*r5)]
(313, 402, 1212, 1838)->[(-1+1*r5), (-1+1*r5), (-1+1*r5), (3+1*r5)]
(2137, 753, 403, 2316)->[(-1-1*r5), 2, -4, (1-1*r5)]
(2306, 284, 1629, 1604)->[2, -2, 2, (0+2*r5)]
(155, 660, 863, 327)->[-2, -2, (0-2*r5), -2]
(1224, 881, 1397, 1293)->[(-1-1*r5), 2, 4, (-1+1*r5)]
(352, 2154, 2071, 1303)->[2, -4, (-1-1*r5), (-1+1*r5)]
(2324, 1583, 1422, 399)->[(1+1*r5), (1+1*r5), (3-1*r5), (-1-1*r5)]
(1193, 1210, 1985, 1454)->[(-1+1*r5), (-1-1*r5), 0, (0-2*r5)]
(1748, 1181, 2391, 1223)->[2, (0-2*r5), -2, 2]
(1104, 1260, 1868, 919)->[-2, (-1+1*r5), 4, (-1-1*r5)]
(2245, 745, 189, 2353)->[(1+1*r5), -2, -4, (1-1*r5)]
(1744, 1870, 2180, 238)->[(1-1*r5), (0+2*r5), (1+1*r5), 0]
(2393, 801, 2185, 19)->[2, (1-1*r5), -4, (1+1*r5)]
(2285, 1661, 1445, 318)->[(-1+1*r5), 0, (0-2*r5), (1+1*r5)]
(1155, 2140, 93, 847)->[4, -2, (-1+1*r5), (-1-1*r5)]
(793, 1678, 5, 262)->[(1+1*r5), (-3+1*r5), (1+1*r5), (-1-1*r5)]
(2170, 707, 2084, 53)->[(1+1*r5), (-1-1*r5), (-1-1*r5), (-3+1*r5)]
(242, 475, 708, 1749)->[(-1-1*r5), (1-1*r5), (0+2*r5), 0]
(1353, 156, 492, 2302)->[(3-1*r5), -2, 0, (-3-1*r5)]
(288, 804, 1095, 559)->[(-1-1*r5), 4, (1-1*r5), 2]
(1897, 99, 732, 1647)->[(-1-1*r5), (-1-1*r5), (-3+1*r5), (1+1*r5)]
(1695, 905, 811, 743)->[(-1+1*r5), (-1-1*r5), -4, 2]
(848, 258, 1875, 1911)->[(-1-1*r5), (-1+1*r5), 2, -4]
(162, 482, 718, 1687)->[(-1-1*r5), (1-1*r5), -2, -4]
(1081, 1999, 2335, 1791)->[(-3+1*r5), (-1-1*r5), (-1-1*r5), (-1-1*r5)]
(1644, 739, 764, 350)->[-2, (0+2*r5), -2, 2]
(264, 1546, 747, 2286)->[-2, 4, (1+1*r5), (1-1*r5)]
(2248, 570, 62, 1751)->[(1+1*r5), 2, -4, (-1+1*r5)]
(1817, 58, 2022, 1087)->[(-3-1*r5), (-1+1*r5), (1-1*r5), (1-1*r5)]
(136, 900, 1405, 934)->[(3-1*r5), 2, 0, (-3-1*r5)]
(137, 1106, 1366, 575)->[0, (3+1*r5), (-3+1*r5), -2]
(929, 90, 452, 1182)->[(1-1*r5), 4, 2, (-1-1*r5)]
(921, 1940, 77, 1943)->[(1-1*r5), 0, (0+2*r5), (-1-1*r5)]
(169, 460, 2037, 1286)->[(-1+1*r5), (-1+1*r5), (1-1*r5), (3+1*r5)]
(2024, 210, 597, 894)->[(1-1*r5), (-1+1*r5), (3+1*r5), (-1+1*r5)]
(512, 600, 1924, 86)->[2, (-1-1*r5), (1-1*r5), 4]
(1865, 1489, 1379, 342)->[2, (-3+1*r5), (3+1*r5), 0]
(2109, 2043, 1020, 2052)->[(-1+1*r5), 0, (0-2*r5), (-1-1*r5)]
(65, 234, 1219, 349)->[2, (-1+1*r5), 4, (-1-1*r5)]
(1331, 884, 2085, 126)->[0, (-3-1*r5), (-3+1*r5), 2]
(1522, 187, 2247, 2035)->[(1-1*r5), (1+1*r5), 4, 2]
(1049, 1684, 1333, 446)->[4, (-1-1*r5), 2, (-1+1*r5)]
(1935, 755, 773, 823)->[0, (0+2*r5), (1-1*r5), (-1-1*r5)]
(1932, 301, 22, 1863)->[(-3+1*r5), (1+1*r5), (-1-1*r5), (1+1*r5)]
(528, 697, 915, 1839)->[(-3+1*r5), (-3-1*r5), 2, 0]
(560, 1065, 819, 2087)->[(1-1*r5), (3+1*r5), (-1+1*r5), (-1+1*r5)]
(1125, 73, 1019, 509)->[(1-1*r5), (-3-1*r5), (-1+1*r5), (-1+1*r5)]
(608, 1563, 648, 239)->[(-3-1*r5), 0, -2, (-3+1*r5)]
(1975, 1301, 173, 1591)->[-2, 2, 2, (0-2*r5)]
(2211, 397, 2175, 1197)->[2, (-3-1*r5), 0, (-3+1*r5)]
(2303, 1989, 1806, 783)->[-2, (-3+1*r5), (-3-1*r5), 0]
(1560, 1369, 1593, 1111)->[(-1-1*r5), -2, 4, (-1+1*r5)]
(826, 308, 1461, 734)->[0, (0-2*r5), (-1+1*r5), (-1-1*r5)]
(593, 986, 1619, 1779)->[-2, 2, 2, (0+2*r5)]
(304, 1123, 286, 1815)->[(1-1*r5), (-1+1*r5), (-1+1*r5), (-3-1*r5)]
(1465, 906, 2341, 1866)->[-2, 0, (-3+1*r5), (3+1*r5)]
(1955, 963, 309, 2367)->[(3-1*r5), (1+1*r5), (1+1*r5), (1+1*r5)]
(344, 1988, 1124, 263)->[(1-1*r5), (-1+1*r5), (-1+1*r5), (3+1*r5)]
(696, 604, 2093, 583)->[4, (1+1*r5), 2, (1-1*r5)]
(1448, 2113, 725, 2103)->[0, 2, (-3-1*r5), (3-1*r5)]
(9, 1284, 821, 1535)->[0, -4, -4, 0]
(2242, 292, 1869, 1215)->[(-1-1*r5), 2, -4, (-1+1*r5)]
(265, 2082, 494, 1615)->[(1+1*r5), (-1+1*r5), 2, -4]
(218, 643, 166, 1807)->[(3-1*r5), 2, 0, (3+1*r5)]
(145, 1237, 54, 2054)->[(3+1*r5), (-3+1*r5), 0, 2]
(464, 833, 2281, 303)->[0, 0, -4, 4]
(1290, 274, 514, 1406)->[2, (3-1*r5), (-3-1*r5), 0]
(1496, 1617, 418, 2210)->[(0-2*r5), 2, -2, 2]
(408, 1177, 1941, 910)->[(-1-1*r5), -4, (-1+1*r5), 2]
(1344, 1952, 1506, 1766)->[(1-1*r5), 4, -2, (-1-1*r5)]
(432, 1288, 580, 852)->[(3-1*r5), 0, (-3-1*r5), 2]
(1544, 33, 2163, 771)->[(1+1*r5), (-1-1*r5), (3-1*r5), (-1-1*r5)]
(1248, 585, 489, 2189, 1934, 1459)->[(2-2*r5), (-3-1*r5), (-1-1*r5), -2]
(2020, 2282, 1195, 1581, 1463, 1855)->[(1+1*r5), (-1+1*r5), (0-2*r5), -4]
(1026, 1098, 1364, 2292, 250, 1723)->[(1+1*r5), -2, (2-2*r5), (-3-1*r5)]
(388, 1810, 2067, 1908, 1047, 1178)->[6, (-1-1*r5), (1-1*r5), 0]
(1056, 994, 1030, 653, 1521, 1209)->[0, 0, (2+2*r5), (2-2*r5)]
(1792, 1218, 589, 1613, 146, 1332)->[0, (2-2*r5), 0, (2+2*r5)]
(644, 620, 2385, 307, 1078, 410)->[(0+2*r5), 2, (0+2*r5), -2]
(2176, 676, 1575, 1386, 2346, 2257)->[(-1+1*r5), -6, (1+1*r5), 0]
(2016, 2336, 2055, 1674, 2388, 1462)->[-2, (-3+1*r5), (-1+1*r5), (2+2*r5)]
(1829, 2117, 72, 683, 1713, 1108)->[6, 2, -2, -2]
(1614, 949, 1365, 1274, 381, 895)->[(0-2*r5), 4, (-1-1*r5), (1-1*r5)]
(1737, 2250, 141, 815, 143, 1623)->[(0+2*r5), -4, (-1-1*r5), (-1+1*r5)]
(609, 1384, 621, 2255, 1530, 1372)->[(-2-2*r5), (2-2*r5), 0, 0]
(964, 1066, 557, 1618, 765, 1055)->[(-1-1*r5), 2, (2-2*r5), (-3-1*r5)]
(2150, 2192, 21, 345, 443, 1949)->[(3-1*r5), (-2-2*r5), (1-1*r5), -2]
(482, 1582, 718, 2223, 1046, 1687)->[-4, (-3+1*r5), -2, (-3-1*r5)]
(2208, 1412, 2377, 1229, 1054, 94)->[4, -2, (3+1*r5), (-3+1*r5)]
(836, 422, 172, 846, 1494, 2073)->[(2+2*r5), (-1+1*r5), (-3+1*r5), 2]
(742, 8, 2135, 1052, 2141, 1822)->[-4, (1+1*r5), (0+2*r5), (1-1*r5)]
(2080, 1826, 2371, 1419, 943, 378)->[4, 2, (-3-1*r5), (-3+1*r5)]
(1350, 1705, 2345, 300, 1198, 2032)->[4, (0-2*r5), (1-1*r5), (1+1*r5)]
(232, 1135, 113, 2201, 1371, 924)->[6, -2, -2, 2]
(1536, 1920, 1478, 1039, 2326, 1624)->[0, -4, 4, 4]
(1507, 1864, 1545, 1173, 1370, 1243)->[(-2-2*r5), (1-1*r5), (3-1*r5), -2]
(809, 1231, 1491, 2330, 2139, 2077)->[2, (-2+2*r5), (1+1*r5), (3+1*r5)]
(839, 13, 273, 820, 1945, 2298)->[(-1+1*r5), (2+2*r5), -2, (-3+1*r5)]
(1859, 1896, 1138, 1810, 1047, 2047)->[(2+2*r5), (2-2*r5), 0, 0]
(1192, 973, 367, 1363, 84, 735)->[-2, (-3-1*r5), (-2+2*r5), (1+1*r5)]
(355, 2117, 1734, 1967, 1713, 2328)->[(3+1*r5), 2, (-1-1*r5), (2-2*r5)]
(1410, 870, 939, 142, 2392, 444)->[(-3+1*r5), (-1+1*r5), -2, (-2-2*r5)]
(2113, 1637, 211, 725, 2103, 61)->[(3-1*r5), 2, (-2-2*r5), (-1+1*r5)]
(1638, 810, 1231, 1491, 2165, 2361)->[2, 2, (0+2*r5), (0+2*r5)]
(929, 195, 741, 1043, 90, 1182)->[-2, (0+2*r5), 2, (0-2*r5)]
(1190, 2311, 2220, 1616, 380, 703)->[-2, (-3+1*r5), (-1+1*r5), (-2-2*r5)]
(2241, 2058, 215, 1724, 541, 2046)->[(0-2*r5), (-3+1*r5), (-3-1*r5), 0]
(877, 1008, 497, 980, 2228, 1663)->[(-3-1*r5), 2, (-3+1*r5), 4]
(1830, 2086, 117, 1208, 2110, 1438)->[(3-1*r5), 2, -4, (-3-1*r5)]
